chrom	X0	X1	speed	d.Y	RT
chrII	25801	21301	2250	-0.46769008638698617	0.16414439484414567
chrII	57877	51777	3050	-0.49343175537273043	0.7099615160575216
chrII	47800	41700	3050	-0.46303363998094926	0.4540162438678295
chrII	43368	40668	1350	-0.31283188183106864	0.4077415115852127
chrII	50426	43526	3450	-0.37166060874043805	0.52139109513595
chrII	59999	55199	2400	-0.4553496276995138	0.7701976926198619
chrII	54728	50228	2250	-0.4043049909480944	0.6614665584478326
chrII	47254	42154	2550	-0.4753995292209387	0.462747276814759
chrII	53916	50516	1700	-0.34718119835922245	0.6481370900728544
chrII	75826	79126	1650	0.4047952693134867	0.6058204340348232
chrII	48573	43573	2500	-0.4481897432004909	0.48991068725401155
chrII	55709	50809	2450	-0.4905015979677072	0.6746213951211342
chrII	57094	53694	1700	-0.31733693305650873	0.7278228689585869
chrII	58706	53606	2550	-0.6150556485338647	0.7392314208231072
chrII	55579	48079	3750	-0.5787669159994474	0.6541033779736023
chrII	53437	47437	3000	-0.360220655928529	0.6148342623036808
chrII	80406	86106	2850	0.5448645894305097	0.44886052745638816
chrII	102440	106040	1800	0.5122688236482531	0.11129205557810122
chrII	75498	80698	2600	0.48542228936210674	0.5956535322498566
chrII	93498	88998	2250	-0.5531324766199708	0.32246796915763243
chrII	65575	71475	2950	0.43572729231746654	0.7566936937683068
chrII	106208	110508	2150	0.3587639161891899	0.07473805244748498
chrII	70551	76751	3100	0.46173944738051	0.6956593756987982
chrII	68392	72692	2150	0.356289328262337	0.7275901984656115
chrII	102640	107440	2400	0.4067699639203565	0.10554895291836573
chrII	79809	84409	2300	0.5492051462466871	0.4833136864616951
chrII	80592	85492	2450	0.48704140279027913	0.4613889049928821
chrII	99706	103006	1650	0.4260843870008662	0.16298007613967969
chrII	78637	84437	2900	0.5717172947663958	0.49875244665667307
chrII	81762	85862	2050	0.44136793779335587	0.4447028813264538
chrII	81671	85771	2050	0.48052347196072825	0.4447028813264538
chrII	97718	102718	2500	0.44716880327315983	0.1891732854078498
chrII	101437	105837	2200	0.4150280179771245	0.13317796200745946
chrII	110053	115253	2600	0.5555772872719147	0.06325165388009618
chrII	97464	102664	2600	0.5558162949896488	0.1891732854078498
chrII	105142	109942	2400	0.43871089648709116	0.08102440721201239
chrII	127042	121142	2950	-0.46337685444949955	0.06718760783923991
chrII	93081	97681	2300	0.42812231364486025	0.254714476201519
chrII	105964	111364	2700	0.4923140031969324	0.07383989133945662
chrII	113722	116822	1550	0.530728629295163	0.06868441648791246
chrII	107213	112613	2700	0.4275103376099903	0.06383381323232919
chrII	126913	119513	3700	-0.3940168037688045	0.06315474810133931
chrII	112119	116719	2300	0.4816306934608997	0.06402786634974017
chrII	108364	110464	1050	0.3313523369767168	0.07489323052544118
chrII	128764	122764	3000	-0.44228136362680165	0.0602026618520329
chrII	106412	112212	2900	0.5493170918567309	0.06502571577648403
chrII	159198	153898	2650	-0.4857189552548805	0.17079651270329
chrII	129723	124723	2500	-0.4234946400030213	0.07217664792161874
chrII	117343	111143	3100	-0.4923570957997719	0.0630300169229963
chrII	141013	135413	2800	-0.4683547158189112	0.17661727802025798
chrII	139971	137471	1250	-0.28198983740536676	0.16763677121379025
chrII	135033	128733	3150	-0.5037556515441715	0.10011631109049807
chrII	129893	125193	2350	-0.3777957223982976	0.07124528958200484
chrII	130118	126618	1750	-0.41332369840027006	0.08079135022320143
chrII	139432	135732	1850	-0.4425583422020423	0.16460992907801428
chrII	164710	159210	2750	-0.45846034952230236	0.25688767786860434
chrII	159672	154972	2350	-0.5162125706250191	0.17617382006042226
chrII	163913	158513	2700	-0.5975909344948953	0.2320525827584208
chrII	149902	146702	1600	-0.43876706529368664	0.1964490695112761
chrII	141368	136168	2600	-0.5445245570616146	0.18548692033676678
chrII	142753	138553	2100	-0.455693225168115	0.19604189614856907
chrII	145153	150153	2500	0.41666731261309786	0.20294896322492134
chrII	168366	164166	2100	-0.4068329093101617	0.3632129398805728
chrII	172066	177066	2500	0.3947415743495628	0.4132709786718715
chrII	187266	183066	2100	-0.3752372232365785	0.592781997023982
chrII	148066	153866	2900	0.38472429845619627	0.15774135054528132
chrII	167626	163726	1950	-0.47871723517208464	0.345517807795621
chrII	160616	155816	2400	-0.43739058678115483	0.19072554930720628
chrII	153498	147198	3150	-0.43615755241586013	0.16431042241234148
chrII	160982	156182	2400	-0.39254112202052066	0.19441204321023448
chrII	168941	165041	1950	-0.6213137984429903	0.3707799485960539
chrII	149340	153840	2250	0.4019286970992587	0.15180416256014853
chrII	152709	157809	2550	0.5690075769726639	0.14959240793347128
chrII	166809	162409	2200	-0.5337541639150273	0.317811080835604
chrII	163126	158526	2300	-0.5222157863115929	0.2320525827584208
chrII	177404	174604	1400	-0.3437445041808805	0.4254944731095523
chrII	177914	173114	2400	-0.44170923760280856	0.4260764875258469
chrII	162479	158179	2150	-0.5284921317867144	0.22118731520667867
chrII	169494	164094	2700	-0.5037600106194364	0.3606906358500654
chrII	187370	183470	1950	-0.3115834497912726	0.592781997023982
chrII	168174	162374	2900	-0.4812254078037125	0.33311137429637055
chrII	196932	192932	2000	-0.46353775449179024	0.7823046746671304
chrII	170515	164915	2800	-0.503884801123712	0.3682021594074467
chrII	182998	178698	2150	-0.5545863089342499	0.4570431136104509
chrII	188475	182875	2800	-0.48201448236856353	0.5913851458607676
chrII	171114	168014	1550	-0.3644428968850843	0.39260778402612717
chrII	197716	191916	2900	-0.28598189128215995	0.768501279577284
chrII	194742	189742	2500	-0.528794085702505	0.7206048981905553
chrII	175262	178162	1450	0.4579252729939324	0.4112337430189191
chrII	185462	181562	1950	-0.44074286795112483	0.5394643167719868
chrII	182216	177716	2250	-0.5847046905181716	0.4518820736789895
chrII	186590	181390	2600	-0.5149779281274153	0.5473417138513667
chrII	182945	179545	1700	-0.34695575891124614	0.47118746014261703
chrII	195063	190363	2350	-0.42661215579938466	0.7561113043590288
chrII	203606	205706	1050	0.32101656499706954	0.7423354655020258
chrII	198097	195397	1350	-0.48608506163535503	0.7889986376021798
chrII	204849	207749	1450	0.41868088914496765	0.733701470616654
chrII	198788	201488	1350	0.2889168621328547	0.7962744217056061
chrII	211645	215045	1700	0.42118923767845073	0.5515712988192553
chrII	206251	212651	3200	0.4798429443057054	0.6431062946368181
chrII	216045	218445	1200	0.27894987620790224	0.5258047165375127
chrII	202334	207434	2550	0.4231197629583278	0.7392312597831758
chrII	204856	210256	2700	0.5320039230427143	0.6885078223996421
chrII	216025	220525	2250	0.36466830118178467	0.535506019672638
chrII	208036	211436	1700	0.30235976803830805	0.6172872340425531
chrII	212684	218284	2800	0.4045223526956895	0.5358386545527829
chrII	233284	228284	2500	-0.4113072145748093	0.7681409872391958
chrII	248611	246911	850	-0.27405394909579067	0.7970507146952158
chrII	224862	221862	1500	-0.3997913970492753	NA
chrII	235925	231025	2450	-0.4262304197869775	0.8258436237849537
chrII	233498	227998	2750	-0.32976166961398984	0.7590219170745577
chrII	233675	228275	2700	-0.5160793814083016	0.7681409872391958
chrII	232388	227588	2400	-0.535664352565401	0.7409777378398748
chrII	237799	241399	1800	0.5191394792441965	0.809545674145361
chrII	249685	245485	2100	-0.5271996717866893	0.8232827023788818
chrII	250710	243810	3450	-0.50470368720661	0.8309078304056273
chrII	275769	281069	2650	0.4914772293008239	0.6011970328162571
chrII	287857	292257	2200	0.33622873663701175	0.376212469643973
chrII	303857	299457	2200	-0.3713149091967527	0.21769498714901353
chrII	274171	279271	2550	0.543325584256567	0.6365924594662493
chrII	277648	281048	1700	0.35386072954409153	0.5953431116779717
chrII	270053	275053	2500	0.34305149596139856	0.7390373677056963
chrII	274377	277677	1650	0.5258626043609786	0.6597783446383365
chrII	286563	289263	1350	0.2502190379150759	0.40745043190909624
chrII	285074	288474	1700	0.4849988637606454	0.4342258971534583
chrII	285791	289291	1750	0.33291896826799605	0.41653081338048586
chrII	293933	298133	2100	0.4173625531784706	0.2563058405962343
chrII	282481	284781	1150	0.3291750302934753	0.4850600034784625
chrII	293659	297559	1950	0.48011528618834287	0.2584401028078923
chrII	315859	312159	1850	-0.4847483200033652	0.3125724679691577
chrII	289580	292780	1600	0.4756463710200824	0.34516856049626066
chrII	286732	289932	1600	0.4643486478282085	0.40745043190909624
chrII	306832	301132	2850	-0.5458611383662679	0.20818775323529232
chrII	290284	294084	1900	0.5608996324991294	0.3206052524784046
chrII	316032	311132	2450	-0.4755554732393117	0.32169175668798844
chrII	307425	303325	2050	-0.34628053704024225	0.21327110750381673
chrII	312415	308315	2050	-0.4713807557673498	0.2665889810037298
chrII	309323	305423	1950	-0.382749302965635	0.22677507874852654
chrII	315909	311209	2350	-0.47595633457177977	0.30570409878833565
chrII	320904	314904	3000	-0.5627789472542842	0.403459137727791
chrII	344192	348592	2200	0.46822796514224857	0.16647264575724205
chrII	350931	355531	2300	0.5590683937465852	0.1103996366939147
chrII	344614	348314	1850	0.4395320951960912	0.16647264575724205
chrII	339651	343951	2150	0.5277305386703068	0.2332942972539472
chrII	340924	346424	2750	0.3505921133133635	0.2032262739868979
chrII	356946	352746	2100	-0.5258798525140855	0.11385317023209082
chrII	343988	348888	2450	0.5003350887090201	0.17132329732480475
chrII	367988	365288	1350	-0.44455215999350756	0.1645322434150773
chrII	361096	355596	2750	-0.4977532877585856	0.10144673673284038
chrII	351628	356428	2400	0.4759722201236639	0.1069071637003112
chrII	368328	364028	2150	-0.5604203630660174	0.17299167101474494
chrII	365348	359248	3050	-0.43739569845662035	0.12190258096397592
chrII	366495	362195	2150	-0.5348027548115659	0.14738071772276665
chrII	380986	375186	2900	-0.5640783359331214	0.3760184165265619
chrII	362462	357462	2500	-0.38581267876420694	0.09934021940080276
chrII	394875	389375	2750	-0.4772308911041893	0.5591773436141225
chrII	360526	364026	1750	0.41447980227217135	0.11688020561578458
chrII	373826	368126	2850	-0.41780868772416335	0.26600672502753786
chrII	367448	362948	2250	-0.43083595814466896	0.15017456728570425
chrII	380583	375983	2300	-0.3084061560808824	0.3760184165265619
chrII	397099	392999	2050	-0.5225354589426572	0.6278618406220007
chrII	419199	423299	2050	0.47989786553111297	0.6197903260092373
chrII	394758	390558	2100	-0.4743620079427105	0.5727590005217694
chrII	386941	382741	2100	-0.3389846051046382	0.46169942218872595
chrII	378982	374782	2100	-0.6332023271153178	0.34807892244961064
chrII	398123	393923	2100	-0.46123099101545856	0.6598757737968707
chrII	390550	385650	2450	-0.5148781041489336	0.49437310375480703
chrII	426534	429734	1600	0.44995989136562486	0.47118721858271984
chrII	390382	395282	2450	0.3930975051184557	0.5807140188481136
chrII	391955	386555	2700	-0.48864165436380724	0.512029360800304
chrII	396569	391769	2400	-0.4899830404700703	0.6022506940821046
chrII	421471	426771	2650	0.5143062217280101	0.5805198046907711
chrII	431638	434538	1450	0.42040611026969743	0.34371340367557546
chrII	406762	402662	2050	-0.42742347345245424	0.8149007671942334
chrII	424382	428482	2050	0.5544643285744508	0.5168800123678667
chrII	416237	420837	2300	0.47051488076942943	0.7047728370726806
chrII	410826	416426	2800	0.35275911423210404	0.8020952215311308
chrII	412388	416188	1900	0.43148871505401387	0.7804421512358204
chrII	410207	415807	2800	0.45722591241690913	0.8065577070490398
chrII	423603	429703	3050	0.6159744004183909	0.5170462607908257
chrII	423737	429337	2800	0.5887355149672475	0.5170462607908257
chrII	439524	444424	2450	0.5761795723753784	0.2169186941594038
chrII	438580	441180	1300	0.5217188065359604	0.2703721954895936
chrII	444334	449834	2750	0.456126970059606	0.13911514999259225
chrII	451685	457485	2900	0.49124289312684166	0.14984181277589598
chrII	454807	460207	2700	0.4778332499870022	0.166139790022334
chrII	467407	462907	2250	-0.5410263142026273	0.29530455871837985
chrII	448013	443513	2250	-0.3268978617155989	0.14745814572181326
chrII	468374	465374	1500	-0.4255591479337378	0.3311989100817439
chrII	479064	474664	2200	-0.4478896622310848	0.5331779620074594
chrII	492064	497364	2650	0.4477239447166593	0.6232052099638626
chrII	466861	460261	3300	-0.4342096036131163	0.26609009770062586
chrII	460558	455358	2600	-0.4202134166890889	0.1771437635676143
chrII	467025	462525	2250	-0.5351917146573453	0.29530455871837985
chrII	448804	447304	750	-0.33557710017831577	0.13154820569308373
chrII	453965	450565	1700	-0.4906895064031739	0.13911506947262653
chrII	483047	478847	2100	-0.5375028156529558	0.6428401646472259
chrII	473379	466479	3450	-0.46972602579293327	0.39930116721742326
chrII	483485	478285	2600	-0.49537343833792274	0.6428401646472259
chrII	462521	456021	3250	-0.3633887029661675	0.1949109541201837
chrII	478934	474634	2150	-0.4418429789680609	0.5110593367731463
chrII	465280	459780	2750	-0.5134655570167648	0.24746375911370985
chrII	471084	465984	2550	-0.541358644298698	0.3668715094594856
chrII	467127	460527	3300	-0.5327442942987644	0.2728462519566352
chrII	485359	481059	2150	-0.4616981768197888	0.6633292751270605
chrII	486770	485370	700	-0.3639129320557627	0.7043074960867297
chrII	487170	491470	2150	0.4326035063184325	0.7036087116161324
chrII	480162	475062	2550	-0.5205457156095556	0.5667053162502174
chrII	483801	480801	1500	-0.2684026051813469	0.6481370900728544
chrII	489801	495201	2700	0.39730908538742893	0.6625644274754368
chrII	503289	509389	3050	0.5075516686863333	0.37169456338393675
chrII	494200	498800	2300	0.4833594202467457	0.573224534755638
chrII	495416	501016	2800	0.34135834412166044	0.5157158869113185
chrII	497138	501438	2150	0.5239816481399	0.4910360020870775
chrII	493208	497408	2100	0.3451957394347182	0.6125727095290548
chrII	489994	496994	3500	0.31685137576392924	0.6507566863779543
chrII	490905	496905	3000	0.5480445568091892	0.644104420132016
chrII	494525	499625	2550	0.5305951469900441	0.5562668689328205
chrII	510334	514134	1900	0.3447091222980507	0.2775322240902855
chrII	498045	501745	1850	0.5563316231818981	0.47729916710147446
chrII	514085	519685	2800	0.4295460357716148	0.2252620119684878
chrII	530585	525485	2550	-0.4761707466992713	0.11641415605413531
chrII	535246	530346	2450	-0.46071100252323016	0.12495136594069875
chrII	543246	548646	2700	0.49332414185829404	0.15250288261477324
chrII	520872	525872	2500	0.48371119461278367	0.16841266160357132
chrII	510557	513257	1350	0.4181689126452773	0.28201417473476725
chrII	517360	521260	1950	0.5084322762055923	0.19231646279011352
chrII	519573	524273	2350	0.516407651541964	0.1763677121379018
chrII	513315	509415	1950	-0.41039191098411665	0.29057066110112667
chrII	520515	525215	2350	0.39907655932909347	0.16841266160357132
chrII	512090	514590	1250	0.5372944786134407	0.2658131550299213
chrII	521005	526005	2500	0.5302678944574111	0.16414413718025533
chrII	522312	526912	2300	0.49555456833116596	0.15576226641157953
chrII	532346	526746	2800	-0.3333296905618503	0.10992838784304967
chrII	537180	531280	2950	-0.4489581329412232	0.14568422185965238
chrII	543318	545918	1300	0.43504228589539917	0.15677140703808923
chrII	531766	535666	1950	0.2572482511645487	0.13084971109436302
chrII	546010	539810	3100	-0.5406854517612342	0.1463912159158986
chrII	547610	552610	2500	0.4562907813071183	0.12339926308127372
chrII	530280	534780	2250	0.41212586231325515	0.11455176145477042
chrII	553240	540040	6600	-0.3286117324764054	0.13296188322856545
chrII	547182	552982	2900	0.5191572899298306	0.12339926308127372
chrII	562811	555711	3550	-0.3484266655515934	0.08687411830637534
chrII	551606	556806	2600	0.4963504387492689	0.10283253135447473
chrII	547210	553810	3300	0.5576127953737335	0.12090459350300509
chrII	569410	565510	1950	-0.41565979686535887	0.072642472027364
chrII	545866	552066	3100	0.3408163144345458	0.1257275784103427
chrII	544892	548992	2050	0.5170353266716439	0.14412101184609744
chrII	570507	566707	1900	-0.41430353592473046	0.07776470133534319
chrII	549594	555094	2750	0.5295304093568283	0.10660217707582781
chrII	549462	553062	1800	0.5591111957551849	0.10779967920845664
chrII	566952	561952	2500	-0.469635817232539	0.09138516886647222
chrII	563135	569035	2950	0.520203527705002	0.08431724130315361
chrII	566409	568909	1250	0.35271702409343864	0.05859534530182113
chrII	577986	573386	2300	-0.4606871970070892	0.1389985892902005
chrII	602719	597819	2450	-0.4726192666982312	0.3861077292725505
chrII	582195	577195	2500	-0.522622217600544	0.1577413505452813
chrII	587757	582257	2750	-0.49192260939629606	0.27008135737337435
chrII	586413	580613	2900	-0.5175945353728517	0.23399286086978136
chrII	594795	590795	2000	-0.5022410567154196	0.34481940982085924
chrII	590218	584818	2700	-0.40604059486140165	0.30866440842671355
chrII	601145	595945	2600	-0.518447482704973	0.3718607565932049
chrII	591681	586681	2500	-0.31291753290902585	0.3346913830753474
chrII	599382	595382	2000	-0.4747093158428909	0.3708962838425417
chrII	604260	598760	2750	-0.4121924083060159	0.39098608891060627
chrII	612138	607838	2150	-0.27916930285336666	0.571982755844139
chrII	601562	595862	2850	-0.5447846508754648	0.3718607565932049
chrII	623025	618925	2050	-0.4091156504321447	0.7677530420443053
chrII	611691	606291	2700	-0.45912588651395114	0.5568488672451221
chrII	611807	606407	2700	-0.4957876523259857	0.5568488672451221
chrII	621402	619202	1100	-0.3499766204616852	0.7640665159332909
chrII	625002	628802	1900	0.4281799973742866	0.7564025450750768
chrII	621937	617437	2250	-0.46670903450690787	0.7436550911163933
chrII	676098	671398	2350	-0.4347748595588603	0.10457900941117368
chrII	659141	663441	2150	0.323695073602902	0.08474964732255023
chrII	673186	668986	2100	-0.4254193783681164	0.0925494875709382
chrII	700418	694118	3150	-0.4847070692326824	0.18692829674045983
chrII	676689	673689	1500	-0.5027071342616598	0.10593705915318768
chrII	668953	672653	1850	0.5856462846631256	0.087543625717433
chrII	704769	700669	2050	-0.31174421640887495	0.25285195277020894
chrII	684808	681008	1900	-0.4711532174697234	0.07072197422072793
chrII	690018	694618	2300	0.4259784480033427	0.1310825748352563
chrII	686023	681923	2050	-0.4906464635054651	0.07314723558853667
chrII	706166	702366	1900	-0.44321695365353614	0.2649591280653952
chrII	725368	730168	2400	0.4507953813584654	0.055684870620519154
chrII	699421	696521	1450	-0.40622089278863266	0.20052370185711255
chrII	707855	711455	1800	0.4473842780232322	0.20791601445494426
chrII	708406	714306	2950	0.4429035022980957	0.1875934836802134
chrII	704917	710917	3000	0.5186565233204834	0.23831678302952003
chrII	705083	708883	1900	0.5507463002580695	0.25000000000000006
chrII	707931	713231	2650	0.5490987726701008	0.1974055086699298
chrII	712334	717634	2650	0.6499881626877356	0.15250288261477324
chrII	724264	726864	1300	0.48124521319731806	0.06557996920916523
chrII	737064	731564	2750	-0.5513268048974661	0.0843172413031536
chrII	731410	728210	1600	-0.3109148983081905	0.057334000038649635
chrII	731521	739121	3800	0.4960397424428657	0.08420638448176282
chrII	749921	744221	2850	-0.5418963290628555	0.0919671671787737
chrII	759378	763878	2250	0.46014661209030194	0.09266566177749445
chrII	757240	752940	2150	-0.5129859726659418	0.09759406342396672
chrII	747742	749542	900	0.26016701422957395	0.08149007027782615
chrII	765586	771086	2750	0.4354515014297955	0.11026105033003993
chrII	757207	752607	2300	-0.4549356707075136	0.09759406342396672
chrII	774347	779947	2800	0.3751530983241916	0.1251455800980412
chrII	780180	774680	2750	-0.5487838677773573	0.12406461106095876
chrII	783066	788566	2750	0.432327870863299	0.12126500086961572
chrII	793013	788813	2100	-0.3999856923980201	0.15095061871541676
chrII	784269	778869	2700	-0.33747668299173555	0.12306676163421489
chrII	772357	777857	2750	0.5497955062053862	0.1175786357985327
chrII	777286	779586	1150	0.252639238382638	0.14396583376814123
chrII	799633	801733	1050	0.2803419069722688	0.18509897514187632
chrII	795202	793202	1000	-0.4227729373960394	0.16414413718025528
chrII	797463	801563	2050	0.4891457792005614	0.18556457379171748
chrII	804232	808032	1900	0.4407461004421051	0.19528499236670732
chrII	804530	800730	1900	-0.5307623135774915	0.1853317100508243
chrIII	12403	7503	2450	-0.6170109507274825	0.2319554756797496
chrIII	34495	29695	2400	-0.4633189199226144	0.7190529563710617
chrIII	28272	23972	2150	-0.3991722143056713	0.5960417995246101
chrIII	24511	19611	2450	-0.4260904193982046	0.49961173272524656
chrIII	7427	2927	2250	-0.3707232171281678	0.17597976694301126
chrIII	11863	7963	1950	-0.4943270360293881	0.2319554756797496
chrIII	16593	14293	1150	-0.4544165580396608	0.37679446795627447
chrIII	25531	20631	2450	-0.5941021400274092	0.5347300326588981
chrIII	15796	11596	2100	-0.38334546232686584	0.3329449050186485
chrIII	13888	9388	2250	-0.49906231615788427	0.2514546737008909
chrIII	29938	23338	3300	-0.38365249151325237	0.6076832611414326
chrIII	49538	52838	1650	0.34615421814598346	0.6737484781726476
chrIII	20178	16378	1900	-0.5002318008181008	0.41117552708369565
chrIII	19596	15096	2250	-0.554210241854425	0.3972058283571995
chrIII	29532	24532	2500	-0.47074822740350597	0.6164143170940666
chrIII	31714	26614	2550	-0.4253950252468694	0.6540549854741982
chrIII	47014	52014	2500	0.4493272298456037	0.7035311225771541
chrIII	15998	11898	2050	-0.4834993286638686	0.3329449050186485
chrIII	36450	30650	2900	-0.4578719419357963	0.7450521631343707
chrIII	29352	24252	2550	-0.5623283500038739	0.6164143170940666
chrIII	32324	27524	2400	-0.49818292936184555	0.6779198149973267
chrIII	21307	15807	2750	-0.5149494920616977	0.42241786273324333
chrIII	28997	25297	1850	-0.5509230753989323	0.6140860822849633
chrIII	30722	26622	2050	-0.5410052067257605	0.6419090961794885
chrIII	31494	26094	2700	-0.43672010478857304	0.6540549854741982
chrIII	38543	34443	2050	-0.48248313002156373	0.7864958355073723
chrIII	40643	43143	1250	0.4732120028518094	0.80267720834058
chrIII	45484	48284	1400	0.2973050869744047	0.7805585347942876
chrIII	43020	51020	4000	0.2756064353845982	0.7477685233497164
chrIII	40866	44766	1950	0.3988478060260513	0.797671362591068
chrIII	44130	48530	2200	0.43317260985226663	0.779976423754034
chrIII	45113	48713	1800	0.5247094617713659	0.7805585347942876
chrIII	50442	55542	2550	0.5549773653824732	0.6360106221938792
chrIII	73574	68974	2300	-0.4401644800518714	0.7770661423206497
chrIII	48429	52729	2150	0.46309031099360337	0.6891732854078497
